Sim_index	S	omega_T	omega_P	sigma_e	disp_shape	disp_scale	seed	divergence_factor	max_species	max_coex_sp	start_species	init_ab	grid_cell_distance
Simulation_771	1.509	0.1	0.3	0.104	1.601	0.359	771	0.05	12000	1000	1	500	111
Simulation_772	1.759	0.044	0.144	0.049	2.54	0.471	772	0.05	12000	1000	1	500	111
Simulation_773	2.76	0.089	0.269	0.122	1.288	0.922	773	0.05	12000	1000	1	500	111
Simulation_774	2.26	0.021	0.081	0.013	0.661	0.246	774	0.05	12000	1000	1	500	111
Simulation_775	1.258	0.066	0.206	0.086	1.914	0.697	775	0.05	12000	1000	1	500	111
Simulation_776	1.383	0.049	0.158	0.131	2.07	0.753	776	0.05	12000	1000	1	500	111
Simulation_777	2.385	0.094	0.283	0.058	0.818	0.302	777	0.05	12000	1000	1	500	111
Simulation_778	2.886	0.027	0.097	0.095	1.444	0.978	778	0.05	12000	1000	1	500	111
Simulation_779	1.884	0.072	0.222	0.022	2.697	0.528	779	0.05	12000	1000	1	500	111
Simulation_780	1.634	0.015	0.064	0.149	1.131	0.415	780	0.05	12000	1000	1	500	111
Simulation_781	2.635	0.061	0.192	0.077	2.384	0.866	781	0.05	12000	1000	1	500	111
Simulation_782	2.134	0.038	0.128	0.113	1.757	0.19	782	0.05	12000	1000	1	500	111
Simulation_783	1.133	0.083	0.253	0.04	0.505	0.64	783	0.05	12000	1000	1	500	111
Simulation_784	1.196	0.035	0.119	0.008	1.679	0.838	784	0.05	12000	1000	1	500	111
Simulation_785	2.197	0.08	0.244	0.081	2.932	0.387	785	0.05	12000	1000	1	500	111
Simulation_786	2.698	0.013	0.058	0.045	2.305	0.612	786	0.05	12000	1000	1	500	111
Simulation_787	1.696	0.058	0.183	0.117	1.053	0.162	787	0.05	12000	1000	1	500	111
Simulation_788	1.947	0.024	0.089	0.027	1.992	0.274	788	0.05	12000	1000	1	500	111
Simulation_789	2.948	0.069	0.214	0.099	0.74	0.725	789	0.05	12000	1000	1	500	111
Simulation_790	2.447	0.046	0.15	0.063	1.366	0.5	790	0.05	12000	1000	1	500	111
Simulation_791	1.446	0.092	0.278	0.136	2.618	0.95	791	0.05	12000	1000	1	500	111
Simulation_792	1.321	0.018	0.072	0.108	2.775	0.894	792	0.05	12000	1000	1	500	111
Simulation_793	2.322	0.063	0.197	0.036	1.523	0.443	793	0.05	12000	1000	1	500	111
Simulation_794	2.823	0.041	0.136	0.145	0.896	0.669	794	0.05	12000	1000	1	500	111
Simulation_795	1.822	0.086	0.261	0.072	2.149	0.218	795	0.05	12000	1000	1	500	111
Simulation_796	1.571	0.052	0.167	0.09	0.583	0.105	796	0.05	12000	1000	1	500	111
Simulation_797	2.573	0.097	0.292	0.017	1.836	0.556	797	0.05	12000	1000	1	500	111
Simulation_798	2.072	0.03	0.106	0.126	2.462	0.331	798	0.05	12000	1000	1	500	111
Simulation_799	1.07	0.075	0.231	0.054	1.209	0.781	799	0.05	12000	1000	1	500	111
Simulation_800	1.102	0.053	0.169	0.147	1.796	0.26	800	0.05	12000	1000	1	500	111
Simulation_801	2.103	0.099	0.297	0.074	0.544	0.711	801	0.05	12000	1000	1	500	111
Simulation_802	2.604	0.031	0.108	0.111	1.17	0.486	802	0.05	12000	1000	1	500	111
Simulation_803	1.602	0.076	0.233	0.038	2.423	0.936	803	0.05	12000	1000	1	500	111
Simulation_804	1.853	0.02	0.078	0.129	1.483	0.824	804	0.05	12000	1000	1	500	111
Simulation_805	2.854	0.065	0.203	0.056	2.736	0.373	805	0.05	12000	1000	1	500	111
Simulation_806	2.354	0.042	0.139	0.092	2.11	0.598	806	0.05	12000	1000	1	500	111
Simulation_807	1.352	0.087	0.264	0.02	0.857	0.148	807	0.05	12000	1000	1	500	111
Simulation_808	1.477	0.025	0.092	0.047	0.701	0.204	808	0.05	12000	1000	1	500	111
Simulation_809	2.479	0.07	0.217	0.12	1.953	0.655	809	0.05	12000	1000	1	500	111
Simulation_810	2.979	0.048	0.156	0.011	2.579	0.429	810	0.05	12000	1000	1	500	111
Simulation_811	1.978	0.093	0.281	0.083	1.327	0.88	811	0.05	12000	1000	1	500	111
Simulation_812	1.728	0.037	0.125	0.065	2.892	0.993	812	0.05	12000	1000	1	500	111
Simulation_813	2.729	0.082	0.25	0.138	1.64	0.542	813	0.05	12000	1000	1	500	111
Simulation_814	2.228	0.014	0.061	0.029	1.014	0.767	814	0.05	12000	1000	1	500	111
Simulation_815	1.227	0.059	0.186	0.101	2.266	0.317	815	0.05	12000	1000	1	500	111
Simulation_816	1.164	0.011	0.053	0.088	2.501	0.514	816	0.05	12000	1000	1	500	111
Simulation_817	2.166	0.056	0.178	0.015	1.249	0.964	817	0.05	12000	1000	1	500	111
Simulation_818	2.667	0.034	0.117	0.124	0.622	0.288	818	0.05	12000	1000	1	500	111
Simulation_819	1.665	0.079	0.242	0.052	1.875	0.739	819	0.05	12000	1000	1	500	111
Simulation_820	1.915	0.045	0.147	0.106	0.935	0.626	820	0.05	12000	1000	1	500	111
Simulation_821	2.917	0.09	0.272	0.033	2.188	0.176	821	0.05	12000	1000	1	500	111
Simulation_822	2.416	0.022	0.083	0.142	2.814	0.852	822	0.05	12000	1000	1	500	111
Simulation_823	1.415	0.068	0.211	0.07	1.562	0.401	823	0.05	12000	1000	1	500	111
Simulation_824	1.289	0.039	0.131	0.024	1.405	0.345	824	0.05	12000	1000	1	500	111
Simulation_825	2.291	0.084	0.256	0.097	2.658	0.795	825	0.05	12000	1000	1	500	111
Simulation_826	2.792	0.017	0.069	0.061	2.031	0.119	826	0.05	12000	1000	1	500	111
Simulation_827	1.79	0.062	0.194	0.133	0.779	0.57	827	0.05	12000	1000	1	500	111
Simulation_828	1.54	0.028	0.1	0.006	2.344	0.683	828	0.05	12000	1000	1	500	111
Simulation_829	2.541	0.073	0.225	0.079	1.092	0.232	829	0.05	12000	1000	1	500	111
Simulation_830	2.041	0.051	0.164	0.042	1.718	0.908	830	0.05	12000	1000	1	500	111
Simulation_831	1.039	0.096	0.289	0.115	2.971	0.457	831	0.05	12000	1000	1	500	111
Simulation_832	1.055	0.042	0.139	0.096	0.564	0.408	832	0.05	12000	1000	1	500	111
Simulation_833	2.056	0.087	0.264	0.023	1.816	0.859	833	0.05	12000	1000	1	500	111
Simulation_834	2.557	0.019	0.075	0.132	2.442	0.183	834	0.05	12000	1000	1	500	111
Simulation_835	1.556	0.064	0.2	0.059	1.19	0.633	835	0.05	12000	1000	1	500	111
Simulation_836	1.806	0.03	0.106	0.078	2.755	0.746	836	0.05	12000	1000	1	500	111
Simulation_837	2.807	0.075	0.231	0.005	1.503	0.295	837	0.05	12000	1000	1	500	111
Simulation_838	2.307	0.053	0.169	0.114	0.877	0.971	838	0.05	12000	1000	1	500	111
Simulation_839	1.305	0.098	0.294	0.041	2.129	0.521	839	0.05	12000	1000	1	500	111
Simulation_840	1.43	0.013	0.058	0.014	1.973	0.464	840	0.05	12000	1000	1	500	111
Simulation_841	2.432	0.058	0.183	0.087	0.72	0.915	841	0.05	12000	1000	1	500	111
Simulation_842	2.933	0.036	0.122	0.05	1.346	0.239	842	0.05	12000	1000	1	500	111
Simulation_843	1.931	0.081	0.247	0.123	2.599	0.69	843	0.05	12000	1000	1	500	111
Simulation_844	1.681	0.047	0.153	0.032	1.659	0.577	844	0.05	12000	1000	1	500	111
Simulation_845	2.682	0.092	0.278	0.105	2.912	0.126	845	0.05	12000	1000	1	500	111
Simulation_846	2.181	0.025	0.092	0.069	2.286	0.802	846	0.05	12000	1000	1	500	111
Simulation_847	1.18	0.07	0.217	0.141	1.033	0.352	847	0.05	12000	1000	1	500	111
Simulation_848	1.243	0.022	0.083	0.119	1.268	0.155	848	0.05	12000	1000	1	500	111
Simulation_849	2.244	0.067	0.208	0.046	2.521	0.605	849	0.05	12000	1000	1	500	111
Simulation_850	2.745	0.044	0.144	0.082	1.894	0.38	850	0.05	12000	1000	1	500	111
Simulation_851	1.743	0.089	0.269	0.01	0.642	0.831	851	0.05	12000	1000	1	500	111
Simulation_852	1.994	0.033	0.114	0.137	2.207	0.943	852	0.05	12000	1000	1	500	111
Simulation_853	2.995	0.078	0.239	0.064	0.955	0.493	853	0.05	12000	1000	1	500	111
Simulation_854	2.494	0.011	0.053	0.1	1.581	0.718	854	0.05	12000	1000	1	500	111
Simulation_855	1.493	0.056	0.178	0.028	2.834	0.267	855	0.05	12000	1000	1	500	111
Simulation_856	1.368	0.05	0.161	0.073	2.677	0.324	856	0.05	12000	1000	1	500	111
Simulation_857	2.369	0.095	0.286	0.146	1.425	0.774	857	0.05	12000	1000	1	500	111
Simulation_858	2.87	0.027	0.097	0.037	0.798	0.549	858	0.05	12000	1000	1	500	111
Simulation_859	1.868	0.072	0.222	0.109	2.051	1	859	0.05	12000	1000	1	500	111
Simulation_860	1.618	0.016	0.067	0.055	1.112	0.887	860	0.05	12000	1000	1	500	111
Simulation_861	2.62	0.061	0.192	0.128	2.364	0.436	861	0.05	12000	1000	1	500	111
Simulation_862	2.119	0.039	0.131	0.019	2.99	0.662	862	0.05	12000	1000	1	500	111
Simulation_863	1.117	0.084	0.256	0.091	1.738	0.211	863	0.05	12000	1000	1	500	111
Simulation_864	1.086	0.02	0.078	0.035	2.247	0.957	864	0.05	12000	1000	1	500	111
Simulation_865	2.088	0.065	0.203	0.107	0.994	0.507	865	0.05	12000	1000	1	500	111
Simulation_866	2.588	0.043	0.142	0.071	1.62	0.732	866	0.05	12000	1000	1	500	111
Simulation_867	1.587	0.088	0.267	0.143	2.873	0.281	867	0.05	12000	1000	1	500	111
Simulation_868	1.837	0.054	0.172	0.016	1.307	0.169	868	0.05	12000	1000	1	500	111
Simulation_869	2.839	0.099	0.297	0.089	2.56	0.619	869	0.05	12000	1000	1	500	111
Simulation_870	2.338	0.032	0.111	0.053	1.933	0.394	870	0.05	12000	1000	1	500	111
Simulation_871	1.336	0.077	0.236	0.125	0.681	0.845	871	0.05	12000	1000	1	500	111
Simulation_872	1.462	0.037	0.125	0.08	0.838	0.788	872	0.05	12000	1000	1	500	111
Simulation_873	2.463	0.082	0.25	0.007	2.09	0.338	873	0.05	12000	1000	1	500	111
Simulation_874	2.964	0.015	0.064	0.116	2.716	0.563	874	0.05	12000	1000	1	500	111
Simulation_875	1.962	0.06	0.189	0.044	1.464	0.112	875	0.05	12000	1000	1	500	111
Simulation_876	1.712	0.026	0.094	0.098	2.403	0.225	876	0.05	12000	1000	1	500	111
Simulation_877	2.713	0.071	0.219	0.025	1.151	0.676	877	0.05	12000	1000	1	500	111
Simulation_878	2.213	0.049	0.158	0.134	0.524	0.45	878	0.05	12000	1000	1	500	111
Simulation_879	1.211	0.094	0.283	0.062	1.777	0.901	879	0.05	12000	1000	1	500	111
Simulation_880	1.149	0.046	0.15	0.057	2.951	0.704	880	0.05	12000	1000	1	500	111
Simulation_881	2.15	0.091	0.275	0.13	1.699	0.253	881	0.05	12000	1000	1	500	111
Simulation_882	2.651	0.023	0.086	0.021	1.072	0.929	882	0.05	12000	1000	1	500	111
Simulation_883	1.649	0.068	0.211	0.094	2.325	0.478	883	0.05	12000	1000	1	500	111
Simulation_884	1.9	0.012	0.056	0.075	0.759	0.366	884	0.05	12000	1000	1	500	111
Simulation_885	2.901	0.057	0.181	0.148	2.012	0.816	885	0.05	12000	1000	1	500	111
Simulation_886	2.4	0.034	0.117	0.039	2.638	0.14	886	0.05	12000	1000	1	500	111
Simulation_887	1.399	0.08	0.244	0.112	1.386	0.591	887	0.05	12000	1000	1	500	111
Simulation_888	1.274	0.029	0.103	0.139	1.542	0.647	888	0.05	12000	1000	1	500	111
Simulation_889	2.275	0.074	0.228	0.066	2.795	0.197	889	0.05	12000	1000	1	500	111
Simulation_890	2.776	0.051	0.164	0.103	2.168	0.873	890	0.05	12000	1000	1	500	111
Simulation_891	1.775	0.096	0.289	0.03	0.916	0.422	891	0.05	12000	1000	1	500	111
Simulation_892	1.524	0.04	0.133	0.121	1.855	0.535	892	0.05	12000	1000	1	500	111
Simulation_893	2.526	0.085	0.258	0.048	0.603	0.985	893	0.05	12000	1000	1	500	111
Simulation_894	2.025	0.018	0.072	0.084	1.229	0.309	894	0.05	12000	1000	1	500	111
Simulation_895	1.023	0.063	0.197	0.012	2.481	0.76	895	0.05	12000	1000	1	500	111
Simulation_896	1.016	0.047	0.153	0.095	1.2	0.897	896	0.05	12000	1000	1	500	111
Simulation_897	2.017	0.093	0.281	0.023	2.452	0.447	897	0.05	12000	1000	1	500	111
Simulation_898	2.518	0.025	0.092	0.132	1.826	0.672	898	0.05	12000	1000	1	500	111
Simulation_899	1.516	0.07	0.217	0.059	0.573	0.221	899	0.05	12000	1000	1	500	111
Simulation_900	1.767	0.014	0.061	0.113	2.139	0.109	900	0.05	12000	1000	1	500	111
Simulation_901	2.768	0.059	0.186	0.041	0.886	0.559	901	0.05	12000	1000	1	500	111
Simulation_902	2.267	0.036	0.122	0.15	1.513	0.334	902	0.05	12000	1000	1	500	111
Simulation_903	1.266	0.081	0.247	0.077	2.765	0.785	903	0.05	12000	1000	1	500	111
Simulation_904	1.391	0.031	0.108	0.032	2.609	0.841	904	0.05	12000	1000	1	500	111
Simulation_905	2.393	0.076	0.233	0.104	1.356	0.39	905	0.05	12000	1000	1	500	111
Simulation_906	2.893	0.053	0.169	0.068	0.73	0.616	906	0.05	12000	1000	1	500	111
Simulation_907	1.892	0.098	0.294	0.141	1.982	0.165	907	0.05	12000	1000	1	500	111
Simulation_908	1.642	0.042	0.139	0.014	1.043	0.278	908	0.05	12000	1000	1	500	111
Simulation_909	2.643	0.087	0.264	0.086	2.295	0.728	909	0.05	12000	1000	1	500	111
Simulation_910	2.142	0.019	0.075	0.05	2.922	0.503	910	0.05	12000	1000	1	500	111
Simulation_911	1.141	0.064	0.2	0.122	1.669	0.954	911	0.05	12000	1000	1	500	111
Simulation_912	1.203	0.017	0.069	0.145	0.652	0.757	912	0.05	12000	1000	1	500	111
Simulation_913	2.205	0.062	0.194	0.073	1.904	0.306	913	0.05	12000	1000	1	500	111
Simulation_914	2.706	0.039	0.131	0.109	2.53	0.982	914	0.05	12000	1000	1	500	111
Simulation_915	1.704	0.084	0.256	0.036	1.278	0.531	915	0.05	12000	1000	1	500	111
Simulation_916	1.955	0.05	0.161	0.127	2.843	0.419	916	0.05	12000	1000	1	500	111
Simulation_917	2.956	0.095	0.286	0.054	1.591	0.869	917	0.05	12000	1000	1	500	111
Simulation_918	2.455	0.028	0.1	0.091	0.965	0.193	918	0.05	12000	1000	1	500	111
Simulation_919	1.454	0.073	0.225	0.018	2.217	0.644	919	0.05	12000	1000	1	500	111
Simulation_920	1.329	0.033	0.114	0.045	2.061	0.588	920	0.05	12000	1000	1	500	111
Simulation_921	2.33	0.078	0.239	0.118	0.808	0.137	921	0.05	12000	1000	1	500	111
Simulation_922	2.831	0.011	0.053	0.009	1.434	0.813	922	0.05	12000	1000	1	500	111
Simulation_923	1.829	0.056	0.178	0.082	2.687	0.362	923	0.05	12000	1000	1	500	111
Simulation_924	1.579	0.022	0.083	0.063	1.748	0.475	924	0.05	12000	1000	1	500	111
Simulation_925	2.58	0.067	0.208	0.136	3	0.926	925	0.05	12000	1000	1	500	111
Simulation_926	2.08	0.045	0.147	0.027	2.374	0.25	926	0.05	12000	1000	1	500	111
Simulation_927	1.078	0.09	0.272	0.1	1.121	0.7	927	0.05	12000	1000	1	500	111
Simulation_928	1.11	0.026	0.094	0.011	2.883	0.348	928	0.05	12000	1000	1	500	111
Simulation_929	2.111	0.071	0.219	0.084	1.63	0.799	929	0.05	12000	1000	1	500	111
Simulation_930	2.612	0.049	0.158	0.048	1.004	0.123	930	0.05	12000	1000	1	500	111
Simulation_931	1.61	0.094	0.283	0.12	2.256	0.574	931	0.05	12000	1000	1	500	111
Simulation_932	1.861	0.038	0.128	0.029	0.691	0.686	932	0.05	12000	1000	1	500	111
Simulation_933	2.862	0.083	0.253	0.102	1.943	0.236	933	0.05	12000	1000	1	500	111
Simulation_934	2.361	0.015	0.064	0.066	2.569	0.912	934	0.05	12000	1000	1	500	111
Simulation_935	1.36	0.06	0.189	0.138	1.317	0.461	935	0.05	12000	1000	1	500	111
Simulation_936	1.485	0.055	0.175	0.111	1.474	0.517	936	0.05	12000	1000	1	500	111
Simulation_937	2.487	0.1	0.3	0.038	2.726	0.968	937	0.05	12000	1000	1	500	111
Simulation_938	2.987	0.032	0.111	0.147	2.1	0.292	938	0.05	12000	1000	1	500	111
Simulation_939	1.986	0.077	0.236	0.075	0.847	0.743	939	0.05	12000	1000	1	500	111
Simulation_940	1.735	0.021	0.081	0.093	1.787	0.63	940	0.05	12000	1000	1	500	111
Simulation_941	2.737	0.066	0.206	0.02	0.534	0.179	941	0.05	12000	1000	1	500	111
Simulation_942	2.236	0.043	0.142	0.129	1.16	0.855	942	0.05	12000	1000	1	500	111
Simulation_943	1.235	0.088	0.267	0.057	2.413	0.405	943	0.05	12000	1000	1	500	111
Simulation_944	1.172	0.04	0.133	0.061	2.335	0.207	944	0.05	12000	1000	1	500	111
Simulation_945	2.174	0.086	0.261	0.134	1.082	0.658	945	0.05	12000	1000	1	500	111
Simulation_946	2.674	0.018	0.072	0.025	1.708	0.433	946	0.05	12000	1000	1	500	111
Simulation_947	1.673	0.063	0.197	0.098	2.961	0.883	947	0.05	12000	1000	1	500	111
Simulation_948	1.923	0.029	0.103	0.043	1.395	0.996	948	0.05	12000	1000	1	500	111
Simulation_949	2.925	0.074	0.228	0.116	2.648	0.545	949	0.05	12000	1000	1	500	111
Simulation_950	2.424	0.052	0.167	0.007	2.022	0.771	950	0.05	12000	1000	1	500	111
Simulation_951	1.422	0.097	0.292	0.079	0.769	0.32	951	0.05	12000	1000	1	500	111
Simulation_952	1.297	0.012	0.056	0.125	0.926	0.264	952	0.05	12000	1000	1	500	111
Simulation_953	2.299	0.057	0.181	0.052	2.178	0.714	953	0.05	12000	1000	1	500	111
Simulation_954	2.8	0.035	0.119	0.088	2.804	0.489	954	0.05	12000	1000	1	500	111
Simulation_955	1.798	0.08	0.244	0.016	1.552	0.94	955	0.05	12000	1000	1	500	111
Simulation_956	1.548	0.046	0.15	0.143	2.491	0.827	956	0.05	12000	1000	1	500	111
Simulation_957	2.549	0.091	0.275	0.07	1.239	0.376	957	0.05	12000	1000	1	500	111
Simulation_958	2.048	0.024	0.089	0.107	0.613	0.602	958	0.05	12000	1000	1	500	111
Simulation_959	1.047	0.069	0.214	0.034	1.865	0.151	959	0.05	12000	1000	1	500	111
Simulation_960	1.031	0.014	0.061	0.051	1.611	0.313	960	0.05	12000	1000	1	500	111
Simulation_961	2.033	0.059	0.186	0.124	2.863	0.764	961	0.05	12000	1000	1	500	111
Simulation_962	2.533	0.037	0.125	0.015	2.237	0.538	962	0.05	12000	1000	1	500	111
Simulation_963	1.532	0.082	0.25	0.087	0.984	0.989	963	0.05	12000	1000	1	500	111
Simulation_964	1.782	0.048	0.156	0.069	1.924	0.876	964	0.05	12000	1000	1	500	111
Simulation_965	2.784	0.093	0.281	0.142	0.671	0.426	965	0.05	12000	1000	1	500	111
Simulation_966	2.283	0.026	0.094	0.033	1.297	0.651	966	0.05	12000	1000	1	500	111
Simulation_967	1.282	0.071	0.219	0.105	2.55	0.2	967	0.05	12000	1000	1	500	111
Simulation_968	1.407	0.043	0.142	0.133	2.706	0.144	968	0.05	12000	1000	1	500	111
Simulation_969	2.408	0.088	0.267	0.06	1.454	0.595	969	0.05	12000	1000	1	500	111
Simulation_970	2.909	0.02	0.078	0.096	0.828	0.369	970	0.05	12000	1000	1	500	111
Simulation_971	1.908	0.065	0.203	0.024	2.08	0.82	971	0.05	12000	1000	1	500	111
Simulation_972	1.657	0.031	0.108	0.115	0.515	0.933	972	0.05	12000	1000	1	500	111
Simulation_973	2.659	0.076	0.233	0.042	1.767	0.482	973	0.05	12000	1000	1	500	111
Simulation_974	2.158	0.054	0.172	0.078	2.393	0.707	974	0.05	12000	1000	1	500	111
Simulation_975	1.156	0.099	0.297	0.006	1.141	0.257	975	0.05	12000	1000	1	500	111
Simulation_976	1.219	0.051	0.164	0.037	1.063	0.454	976	0.05	12000	1000	1	500	111
Simulation_977	2.221	0.096	0.289	0.11	2.315	0.904	977	0.05	12000	1000	1	500	111
Simulation_978	2.721	0.028	0.1	0.074	2.941	0.229	978	0.05	12000	1000	1	500	111
Simulation_979	1.72	0.074	0.228	0.146	1.689	0.679	979	0.05	12000	1000	1	500	111
Simulation_980	1.97	0.017	0.069	0.019	2.628	0.567	980	0.05	12000	1000	1	500	111
Simulation_981	2.972	0.062	0.194	0.092	1.376	0.116	981	0.05	12000	1000	1	500	111
Simulation_982	2.471	0.04	0.133	0.056	0.75	0.792	982	0.05	12000	1000	1	500	111
Simulation_983	1.469	0.085	0.258	0.128	2.002	0.341	983	0.05	12000	1000	1	500	111
Simulation_984	1.344	0.023	0.086	0.083	2.159	0.398	984	0.05	12000	1000	1	500	111
Simulation_985	2.346	0.068	0.211	0.01	0.906	0.848	985	0.05	12000	1000	1	500	111
Simulation_986	2.846	0.045	0.147	0.119	1.532	0.172	986	0.05	12000	1000	1	500	111
Simulation_987	1.845	0.09	0.272	0.046	2.785	0.623	987	0.05	12000	1000	1	500	111
Simulation_988	1.595	0.034	0.117	0.101	1.219	0.736	988	0.05	12000	1000	1	500	111
Simulation_989	2.596	0.079	0.242	0.028	2.472	0.285	989	0.05	12000	1000	1	500	111
Simulation_990	2.095	0.012	0.056	0.137	1.845	0.961	990	0.05	12000	1000	1	500	111
Simulation_991	1.094	0.057	0.181	0.065	0.593	0.51	991	0.05	12000	1000	1	500	111
Simulation_992	1.063	0.036	0.122	0.117	2.432	0.637	992	0.05	12000	1000	1	500	111
Simulation_993	2.064	0.081	0.247	0.044	1.18	0.186	993	0.05	12000	1000	1	500	111
Simulation_994	2.565	0.013	0.058	0.08	0.554	0.862	994	0.05	12000	1000	1	500	111
Simulation_995	1.563	0.058	0.183	0.008	1.806	0.412	995	0.05	12000	1000	1	500	111
Simulation_996	1.814	0.024	0.089	0.135	0.867	0.524	996	0.05	12000	1000	1	500	111
Simulation_997	2.815	0.069	0.214	0.062	2.119	0.975	997	0.05	12000	1000	1	500	111
Simulation_998	2.314	0.047	0.153	0.099	2.746	0.299	998	0.05	12000	1000	1	500	111
Simulation_999	1.313	0.092	0.278	0.026	1.493	0.75	999	0.05	12000	1000	1	500	111
Simulation_1000	1.438	0.019	0.075	0.071	1.337	0.693	1000	0.05	12000	1000	1	500	111
Simulation_1001	2.44	0.064	0.2	0.144	2.589	0.243	1001	0.05	12000	1000	1	500	111
Simulation_1002	2.94	0.041	0.136	0.035	1.963	0.919	1002	0.05	12000	1000	1	500	111
Simulation_1003	1.939	0.086	0.261	0.108	0.71	0.468	1003	0.05	12000	1000	1	500	111
Simulation_1004	1.689	0.052	0.167	0.053	2.276	0.355	1004	0.05	12000	1000	1	500	111
Simulation_1005	2.69	0.097	0.292	0.126	1.023	0.806	1005	0.05	12000	1000	1	500	111
Simulation_1006	2.189	0.03	0.106	0.017	1.65	0.13	1006	0.05	12000	1000	1	500	111
Simulation_1007	1.188	0.075	0.231	0.09	2.902	0.581	1007	0.05	12000	1000	1	500	111
Simulation_1008	1.125	0.027	0.097	0.103	1.885	0.778	1008	0.05	12000	1000	1	500	111
Simulation_1009	2.127	0.072	0.222	0.031	0.632	0.327	1009	0.05	12000	1000	1	500	111
Simulation_1010	2.627	0.05	0.161	0.14	1.258	0.552	1010	0.05	12000	1000	1	500	111
Simulation_1011	1.626	0.095	0.286	0.067	2.511	0.102	1011	0.05	12000	1000	1	500	111
Simulation_1012	1.876	0.038	0.128	0.085	1.571	0.214	1012	0.05	12000	1000	1	500	111
Simulation_1013	2.878	0.083	0.253	0.012	2.824	0.665	1013	0.05	12000	1000	1	500	111
Simulation_1014	2.377	0.016	0.067	0.121	2.198	0.44	1014	0.05	12000	1000	1	500	111
Simulation_1015	1.376	0.061	0.192	0.049	0.945	0.89	1015	0.05	12000	1000	1	500	111
Simulation_1016	1.25	0.044	0.144	0.021	0.789	0.947	1016	0.05	12000	1000	1	500	111
Simulation_1017	2.252	0.089	0.269	0.094	2.041	0.496	1017	0.05	12000	1000	1	500	111
Simulation_1018	2.753	0.021	0.081	0.058	2.667	0.721	1018	0.05	12000	1000	1	500	111
Simulation_1019	1.751	0.067	0.208	0.13	1.415	0.271	1019	0.05	12000	1000	1	500	111
Simulation_1020	1.501	0.01	0.05	0.04	2.98	0.158	1020	0.05	12000	1000	1	500	111
Simulation_1021	2.502	0.055	0.175	0.112	1.728	0.609	1021	0.05	12000	1000	1	500	111
Simulation_1022	2.001	0.033	0.114	0.076	1.102	0.383	1022	0.05	12000	1000	1	500	111
Simulation_1023	1	0.078	0.239	0.149	2.354	0.834	1023	0.05	12000	1000	1	500	111
Simulation_1024	1.001	0.044	0.144	0.1	2.03	0.75	1024	0.05	12000	1000	1	500	111
Simulation_1025	2.002	0.089	0.269	0.027	0.778	0.299	1025	0.05	12000	1000	1	500	111
Simulation_1026	2.503	0.021	0.081	0.136	1.404	0.975	1026	0.05	12000	1000	1	500	111
Simulation_1027	1.502	0.066	0.206	0.064	2.656	0.525	1027	0.05	12000	1000	1	500	111
Simulation_1028	1.752	0.01	0.05	0.082	1.717	0.412	1028	0.05	12000	1000	1	500	111
Simulation_1029	2.754	0.055	0.175	0.009	2.969	0.863	1029	0.05	12000	1000	1	500	111
Simulation_1030	2.253	0.033	0.114	0.118	2.343	0.187	1030	0.05	12000	1000	1	500	111
Simulation_1031	1.251	0.078	0.239	0.046	1.091	0.637	1031	0.05	12000	1000	1	500	111
Simulation_1032	1.377	0.027	0.097	0.018	0.621	0.581	1032	0.05	12000	1000	1	500	111
Simulation_1033	2.378	0.072	0.222	0.091	1.874	0.13	1033	0.05	12000	1000	1	500	111
Simulation_1034	2.879	0.049	0.158	0.055	2.5	0.806	1034	0.05	12000	1000	1	500	111
Simulation_1035	1.877	0.095	0.286	0.127	1.247	0.356	1035	0.05	12000	1000	1	500	111
Simulation_1036	1.627	0.038	0.128	0.036	2.813	0.468	1036	0.05	12000	1000	1	500	111
Simulation_1037	2.628	0.083	0.253	0.109	1.56	0.919	1037	0.05	12000	1000	1	500	111
Simulation_1038	2.128	0.016	0.067	0.073	0.934	0.243	1038	0.05	12000	1000	1	500	111
Simulation_1039	1.126	0.061	0.192	0.145	2.187	0.694	1039	0.05	12000	1000	1	500	111
Simulation_1040	1.189	0.018	0.072	0.123	2.578	0.891	1040	0.05	12000	1000	1	500	111
Simulation_1041	2.19	0.064	0.2	0.05	1.326	0.44	1041	0.05	12000	1000	1	500	111
Simulation_1042	2.691	0.041	0.136	0.086	0.699	0.666	1042	0.05	12000	1000	1	500	111
Simulation_1043	1.689	0.086	0.261	0.014	1.952	0.215	1043	0.05	12000	1000	1	500	111
Simulation_1044	1.94	0.052	0.167	0.141	1.012	0.102	1044	0.05	12000	1000	1	500	111
Simulation_1045	2.941	0.097	0.292	0.068	2.265	0.553	1045	0.05	12000	1000	1	500	111
Simulation_1046	2.441	0.03	0.106	0.105	2.891	0.328	1046	0.05	12000	1000	1	500	111
Simulation_1047	1.439	0.075	0.231	0.032	1.639	0.778	1047	0.05	12000	1000	1	500	111
Simulation_1048	1.314	0.035	0.119	0.077	1.169	0.835	1048	0.05	12000	1000	1	500	111
Simulation_1049	2.315	0.08	0.244	0.15	2.421	0.384	1049	0.05	12000	1000	1	500	111
Simulation_1050	2.816	0.013	0.058	0.041	1.795	0.609	1050	0.05	12000	1000	1	500	111
Simulation_1051	1.815	0.058	0.183	0.114	0.543	0.159	1051	0.05	12000	1000	1	500	111
Simulation_1052	1.564	0.024	0.089	0.059	2.108	0.271	1052	0.05	12000	1000	1	500	111
